OBJECTID,SHAPE,BEZ,BEZ_N,STRNAM,HNR,HNR_BIS,FUNDKATEGORIE,FUNDKATEGORIE_N,FUNDE,DATIERUNG,DATIERUNG_N,k-means_PC1,k-means_PC2,k-means_UMAP1,k-means_UMAP2,k-means(FUNDE),dbscan_PC1,dbscan_PC2,dbscan_UMAP1,dbscan_UMAP2,dbscan(FUNDE),agnes_PC1,agnes_PC2,agnes_UMAP1,agnes_UMAP2,agnes(FUNDE),"k-means(BEZ_N, FUNDKATEGORIE_N)","dbscan(BEZ_N, FUNDKATEGORIE_N)","agnes(BEZ_N, FUNDKATEGORIE_N)","k-means(BEZ_N, DATIERUNG_N)","dbscan(BEZ_N, DATIERUNG_N)","agnes(BEZ_N, DATIERUNG_N)"
4541194,POINT (16.395556309536552 48.19336536653633),3,0.0909090909090909,Hafengasse,2,,2,0.25,grab grube keramik,27,0.8125,-0.2264027937615073,-0.1702188592961268,13.23414,5.9546375,0,-0.2264027782885524,-0.1702189459577484,-1.2183267,19.39747,0,-0.2264027711763125,-0.1702188997471811,21.391317,0.47714245,0,0,1,1,2,0,1
4541195,POINT (16.400935440104096 48.1946876504823),3,0.0909090909090909,Baumgasse,34,,1,0.0,münze,27,0.8125,-0.1698483615030048,0.8101404882416963,5.801727,-10.743158,3,-0.1698483620259631,0.8101404937609358,5.542662,-23.317303,0,-0.1698483669076052,0.8101404932012762,7.7564335,-25.235031,1,0,0,1,2,0,1
4541196,POINT (16.387547404978463 48.20512604655715),3,0.0909090909090909,Landstraßer Hauptstraße,,,2,0.25,straße ziegel eisen bronzescheibe eisenschlacke,27,0.8125,0.0063214483274014,0.0604450157449371,-21.773281,12.322834,0,0.0063213978227248,0.0604450334488758,-32.100582,29.820108,-1,0.0063214182997098,0.0604450641179192,48.41373,18.472048,0,0,1,1,2,0,1
4541197,POINT (16.46608890259565 48.14836186676498),11,0.4545454545454545,Csokorgasse,,,1,0.0,keramik,32,0.96875,-0.5667486974876483,-0.5417155426624178,6.372965,25.555048,1,-0.5667487016112104,-0.5417155761417577,10.69882,31.43715,1,-0.5667486783678727,-0.5417155870750344,11.528038,26.768932,3,1,0,1,0,0,1
4541198,POINT (16.41631099943384 48.1344370639803),10,0.4090909090909091,Unterlaaer Straße,,,1,0.0,keramik hüttenlehm,32,0.96875,-0.1908722660756144,-0.140098813036146,-30.873907,5.8402257,0,-0.1908722993856927,-0.1400987668699698,-9.74986,33.048603,-1,-0.1908722806193242,-0.1400988180244525,44.442955,3.0288439,0,1,0,1,2,0,1
4541199,POINT (16.418168879756138 48.13496001048585),10,0.4090909090909091,Laaer Berg (Südhang),,,1,0.0,keramik,32,0.96875,-0.5667486974876483,-0.5417155426624178,6.528682,25.457127,1,-0.5667487016112104,-0.5417155761417577,10.605112,31.388311,1,-0.5667486783678727,-0.5417155870750344,11.693526,26.756124,3,1,0,1,2,0,1
4541200,POINT (16.36898842199802 48.211778684954226),1,0.0,Drahtgasse,3,,2,0.25,mauerwerk,11,0.3125,0.8011318815615338,-0.2084214997512493,-11.413343,21.573471,2,0.8011318718911935,-0.2084214774364369,-21.184181,16.472078,0,0.8011318575200804,-0.2084214833961833,-4.2725954,22.728092,2,0,1,1,1,1,0
4541201,POINT (16.473100255007935 48.16046674769008),11,0.4545454545454545,Kaiser-Ebersdorfer Straße,297,,2,0.25,mauerwerk,11,0.3125,0.8011318815615338,-0.2084214997512493,-11.417093,21.565893,2,0.8011318718911935,-0.2084214774364369,-21.101967,16.2675,0,0.8011318575200804,-0.2084214833961833,-4.186177,22.798292,2,1,1,1,1,1,0
4541202,POINT (16.370178198045366 48.20603144704918),1,0.0,Neuer Markt,9,11,2,0.25,mauerwerk,21,0.625,0.8011318815615338,-0.2084214997512493,-11.404457,21.557941,2,0.8011318718911935,-0.2084214774364369,-21.303423,16.305073,0,0.8011318575200804,-0.2084214833961833,-4.1764936,22.794714,2,0,1,1,2,0,1
4541203,POINT (16.375005114682907 48.21128319744549),1,0.0,Rabensteig,1,,2,0.25,ziegel stempel keramik steindenkmal,27,0.8125,-0.0971500678629371,-0.0640719030432123,4.3658037,15.314647,0,-0.0971499603425431,-0.0640720154408641,12.322886,-10.924955,-1,-0.0971500899638297,-0.0640719229852271,-1.0262725,11.996004,0,0,1,1,2,0,1
4541167,POINT (16.366735040950495 48.21322999309495),1,0.0,Hohenstaufengasse,4,,1,0.0,keramik,12,0.34375,-0.5667486974876483,-0.5417155426624178,6.5415134,25.288109,1,-0.5667487016112104,-0.5417155761417577,10.695621,31.447216,1,-0.5667486783678727,-0.5417155870750344,11.705663,26.841093,3,0,0,1,1,1,0
4541204,POINT (16.37003300400808 48.207091682982195),1,0.0,Spiegelgasse,11,14,2,0.25,ofen ziegelgrab keramik,27,0.8125,-0.1312792446760125,-0.0782360920362518,-3.4323704,2.4230196,0,-0.1312792704080516,-0.0782360730809716,-3.5253243,10.8569145,-1,-0.1312792400059054,-0.0782361260709271,18.633816,-5.522122,0,0,1,1,2,0,1
4541205,POINT (16.36995670634119 48.206949855366396),1,0.0,Spiegelgasse,13,,2,0.25,ziegel amphore keramik terra sigillata glas knochen,27,0.8125,-0.117827135618479,-0.0582530541681428,-15.660824,-6.522774,0,-0.117826924726308,-0.0582530043181427,-5.6762667,11.315203,-1,-0.1178271910138844,-0.0582529076474562,18.0659,-9.629364,0,0,1,1,2,0,1
4541206,POINT (16.375506222070985 48.21143304274046),1,0.0,Rabensteig,2,8,2,0.25,mauer grab palisaden münze,27,0.8125,-0.0477540673887207,0.2553635523090149,-34.357506,-1.1317289,0,-0.047754102482459,0.255363573234183,-3.264343,31.662981,-1,-0.0477540772684296,0.2553635418841125,45.30629,1.2786654,0,0,1,1,2,0,1
4541207,POINT (16.373995771774666 48.21072029818989),1,0.0,Rotgasse,7,,2,0.25,mauerwerk ziegel stempel,27,0.8125,0.4029043697042354,-0.0498947862223302,3.646758,13.692522,0,0.4029045662009889,-0.0498949695669145,10.775784,-8.70211,0,0.4029043323029289,-0.0498947809606457,0.34378758,10.7249975,0,0,1,1,2,0,1
4541208,POINT (16.37249314737283 48.210150523385614),1,0.0,Bauernmarkt,11,13,2,0.25,architekturteil münze ziegel stempel,27,0.8125,-0.0204548958612139,0.3548979464485359,5.4302683,4.680285,0,-0.0204547361248642,0.3548975642750335,2.8100646,6.378284,0,-0.0204544782882332,0.3548977614130238,8.692395,-5.1435094,0,0,1,1,2,0,1
4541209,POINT (16.371456616687432 48.212162619830785),1,0.0,Salvatorgasse,10,,2,0.25,mauerwerk,21,0.625,0.8011318815615338,-0.2084214997512493,-11.405519,21.582188,2,0.8011318718911935,-0.2084214774364369,-21.341639,16.298708,0,0.8011318575200804,-0.2084214833961833,-4.239402,22.753857,2,0,1,1,2,0,1
4541210,POINT (16.386388321715444 48.212181335060016),3,0.0909090909090909,Weißgerberufer,,,1,0.0,lochaxt,32,0.96875,-0.0038006498469848,0.0572286496956106,-1.0602847,-5.8718076,0,-0.0038006807730401,0.0572286799429913,0.11367913,-6.030715,-1,-0.0038006680363237,0.0572286270826141,2.685574,-8.034848,0,0,0,1,2,0,1
4541211,POINT (16.39255890399794 48.200528021321915),3,0.0909090909090909,Landstraßer Hauptstraße,80,,1,0.0,glas,33,1.0,-0.0159057079060474,0.0425341752344562,-12.334454,1.3823622,0,-0.0159054174068147,0.0425340222022619,-0.13067113,13.913684,0,-0.0159060627179073,0.0425344920554533,20.767431,-1.912034,0,0,0,1,2,0,1
4541212,POINT (16.394290605471273 48.19304999122581),3,0.0909090909090909,Steingasse,25,,2,0.25,holzkohle knochen münze keramik terra sigillata grube,27,0.8125,-0.1774837232929929,0.1301044688814953,-16.129486,-6.5224767,0,-0.1774835544712441,0.1301045030763769,-5.344678,10.848715,0,-0.1774836438001974,0.1301044894948778,18.478312,-9.939753,0,0,1,1,2,0,1
4541213,POINT (16.426479103220064 48.16444545932624),11,0.4545454545454545,Simmeringer Hauptstraße,168,188,1,0.0,eisen fibel,27,0.8125,-0.0055353219100512,0.0616940128342796,-30.781914,-2.8847961,0,-0.0055353321409868,0.0616940374121343,-4.1641135,26.737167,-1,-0.0055353646667783,0.0616940184910997,20.22539,-2.5140898,0,1,0,1,0,0,1
4541214,POINT (16.370020899070756 48.2129908323026),1,0.0,Passauer Platz,5,,2,0.25,ziegel keramik,33,1.0,-0.2855964807729047,-0.2896373103368005,11.773595,16.243309,1,-0.2855966056572177,-0.2896372081221383,17.25735,19.966614,0,-0.2855964680999863,-0.2896373394798283,16.232496,15.636526,0,0,1,1,2,0,1
4541215,POINT (16.38826933937049 48.19250409389484),3,0.0909090909090909,Hohlweggasse,7,,2,0.25,keramik waffenstücke terra sigillata tierknochen,27,0.8125,-0.1294602288355413,-0.0580392783774892,-16.479532,-6.3621316,0,-0.12946040315121,-0.0580390462461521,-5.6632214,10.581409,-1,-0.1294602853982895,-0.0580391124472457,18.654657,-10.035828,0,0,1,1,2,0,1
4541216,POINT (16.36441114221101 48.208520796117334),1,0.0,Ballhausplatz,,,2,0.25,mauerwerk grundstein münze medaille,21,0.625,0.1281004607496754,0.1934854052628457,-24.535267,15.175071,0,0.128100444466442,0.1934854265555438,-30.652403,30.656584,-1,0.1281004389068875,0.1934854016099248,47.065853,12.871978,0,0,1,1,2,0,1
4541217,POINT (16.386102251549918 48.19404147101589),3,0.0909090909090909,Fasangasse,4,,2,0.25,mauerwerk brandgrab terra sigillata terra nigra amphore ziegel stempel knochen kupfer,27,0.8125,0.1042969926292367,0.022031825584616,-15.612602,-6.640736,0,0.1042971378564259,0.0220318140671403,-5.8053784,11.29468,-1,0.1042970276713236,0.0220318228763812,17.948694,-9.790533,0,0,1,1,2,0,1
4541218,POINT (16.36811690070562 48.21283196408427),1,0.0,Wipplingerstraße,25,,2,0.25,mauerwerk,27,0.8125,0.8011318815615338,-0.2084214997512493,-11.379291,21.491915,2,0.8011318718911935,-0.2084214774364369,-21.210571,16.278135,0,0.8011318575200804,-0.2084214833961833,-4.2652106,22.815279,2,0,1,1,2,0,1
4541219,POINT (16.3994958298926 48.19649776697811),3,0.0909090909090909,St.-Nikolaus-Platz,,,1,0.0,keramik,32,0.96875,-0.5667486974876483,-0.5417155426624178,6.3800044,25.56228,1,-0.5667487016112104,-0.5417155761417577,10.573721,31.606781,1,-0.5667486783678727,-0.5417155870750344,11.537218,26.800236,3,0,0,1,2,0,1
4541220,POINT (16.378858069334285 48.20952677691625),1,0.0,Postgasse,6,8,3,0.5,ziegel keramik menschenskelett glas steinkistengrab mauerwerk,27,0.8125,0.0854890448312238,-0.1308753135966317,-12.019914,-2.4312062,0,0.0854891800973492,-0.1308754326689669,-3.9959126,11.6458235,-1,0.0854889604081159,-0.1308752599183446,18.946737,-5.2916064,0,0,2,1,2,0,1
4541221,POINT (16.385485862850395 48.195810788734185),3,0.0909090909090909,Rechte Bahngasse,50,,1,0.0,tierknochen holzkohle ziegelbruch keramik glas,27,0.8125,-0.1067074614373786,-0.0542447381220434,-22.131529,12.221236,0,-0.1067074840358532,-0.0542445227943998,-31.833782,29.620604,-1,-0.106707682734341,-0.0542443861512819,48.134964,18.863268,0,0,0,1,2,0,1
4541222,POINT (16.386025146886453 48.19296939299598),3,0.0909090909090909,Fasangasse,,,1,0.0,ziegel keramik knochen kupfer glas münze terra sigillata,27,0.8125,-0.1562536628402517,0.1352842379016542,-15.682232,-6.569905,0,-0.1562534528668648,0.1352842831637351,-5.7055197,11.158198,0,-0.1562537153930152,0.1352843851697724,18.042482,-9.710728,0,0,0,1,2,0,1
4541223,POINT (16.365557777079403 48.21213819163599),1,0.0,Freyung,6a,,2,0.25,mauerwerk,9,0.25,0.8011318815615338,-0.2084214997512493,-11.392411,21.624252,2,0.8011318718911935,-0.2084214774364369,-21.355417,16.437061,0,0.8011318575200804,-0.2084214833961833,-4.0993695,22.72105,2,0,1,1,1,1,0
4541224,POINT (16.38859784464151 48.194013919049276),3,0.0909090909090909,Rennweg,36,,2,0.25,ziegel keramik tierknochen straße,27,0.8125,-0.1563072741443195,-0.1244645104996176,8.156226,0.18168469,0,-0.1563075398249458,-0.1244640910468368,-7.461064,6.0582128,0,-0.1563074573877151,-0.1244639782895256,2.1963856,-3.0586212,0,0,1,1,2,0,1
4541225,POINT (16.36864130617246 48.2126382470812),1,0.0,Wipplingerstraße (Hohe Brücke),19,21,2,0.25,mauerwerk straße kanal torturm architekturteil ziegel stempel,15,0.4375,0.1735523128853345,0.0174864675581315,0.10555045,1.1185538,0,0.1735523949790918,0.0174861555023111,-1.3640954,9.590796,-1,0.1735525358259964,0.0174863700742336,17.177206,4.0307474,0,0,1,1,1,1,0
4541226,POINT (16.370992237744364 48.21146341325342),1,0.0,Jordangasse,2,,2,0.25,mauerwerk,27,0.8125,0.8011318815615338,-0.2084214997512493,-11.552837,21.707361,2,0.8011318718911935,-0.2084214774364369,-21.124475,16.103466,0,0.8011318575200804,-0.2084214833961833,-3.9999628,22.886497,2,0,1,1,2,0,1
4541227,POINT (16.35886767628002 48.18166902809147),5,0.1818181818181818,Wiedner Hauptstraße,141,143,1,0.0,urkunden münze,21,0.625,-0.0560149666684672,0.2957756527798325,-21.982346,12.369088,0,-0.0560149851111499,0.2957756725993287,-31.90319,29.728804,-1,-0.0560149790253973,0.2957756402519538,48.433697,18.73211,0,0,0,1,2,0,1
4541228,POINT (16.368807164738094 48.2100656729029),1,0.0,Seitzergasse,2,,2,0.25,münze brunnen mauerwerk terra sigillata,15,0.4375,0.1711680842929692,0.2427137595463718,-15.245915,-6.0530257,0,0.1711681239331734,0.2427133474015632,-5.3620186,11.818922,0,0.1711684541444552,0.24271323123315,18.018858,-9.109524,0,0,1,1,1,1,0
4541229,POINT (16.368023713799452 48.20749076554476),1,0.0,Stallburggasse,4,,1,0.0,münze glas keramik terra sigillata,27,0.8125,-0.2464484453098124,0.181494831347676,-16.059946,-6.3618517,0,-0.2464483413991816,0.1814946598659195,-5.388308,10.8932,0,-0.2464485348988769,0.1814948539623224,18.442944,-9.7425375,0,0,0,1,2,0,1
4541230,POINT (16.370036145783644 48.20669454136828),1,0.0,Spiegelgasse,15,,2,0.25,keramik münze grube terra sigillata glas,27,0.8125,-0.232429324826121,0.1544191469900503,-16.098015,-6.335913,0,-0.2324291961291416,0.1544189258444665,-5.416753,10.776299,0,-0.2324293815504926,0.1544191344920787,18.440107,-9.731621,0,0,1,1,2,0,1
4541231,POINT (16.369151008955747 48.20483869651358),1,0.0,Albertinaplatz,,,2,0.25,terra sigillata glas keramik straße,15,0.4375,-0.1665394463989084,-0.0826964884929584,-15.962168,-6.327235,0,-0.1665393672654752,-0.0826966965234278,-5.3758707,10.7809725,0,-0.1665395408798946,-0.0826963882700046,18.439234,-9.792177,0,0,1,1,1,1,0
4541232,POINT (16.295373701842536 48.23874919831344),18,0.7727272727272728,Schafberg (Siedlung Schafberghöhe Parzelle 11),,,1,0.0,münze zinnkrug blecherne feldflasche,11,0.3125,-0.0347566905693802,0.1996916743699329,-21.748196,12.298988,0,-0.0347567123857193,0.1996916968670192,-31.855194,29.976692,-1,-0.0347567042268101,0.1996916585501534,48.266266,18.792376,0,1,0,2,0,2,3
4541233,POINT (16.34111361256961 48.240476131466686),19,0.8181818181818182,Krottenbachstraße,,,1,0.0,münze,27,0.8125,-0.1698483615030048,0.8101404882416963,5.4443626,-10.7961645,3,-0.1698483620259631,0.8101404937609358,5.4164987,-23.425396,0,-0.1698483669076052,0.8101404932012762,7.948929,-25.347542,1,1,0,2,0,0,2
4541234,POINT (16.473656816130575 48.1592636791903),11,0.4545454545454545,Kaiser-Ebersdorfer-Straße (Kaiserebersdorfer Schloß),297,,3,0.5,menschenskelett keramik metall mauerwerk grab tierknochen,11,0.3125,0.0700758582616643,-0.1534511927263451,-13.576996,2.8386216,0,0.0700757968313197,-0.1534509347716103,-2.6242595,16.574213,0,0.0700757164081074,-0.1534508307656358,21.53689,-5.815846,0,1,2,1,1,1,0
4541235,POINT (16.365253243109272 48.20839508551708),1,0.0,Schauflergasse,6,,2,0.25,keramik terra sigillata ziegel,27,0.8125,-0.1829945570191985,-0.1226944595661821,-15.605136,-6.1180897,0,-0.1829946926362442,-0.1226944890618259,-5.3671255,11.411517,0,-0.1829944542180304,-0.1226946416588804,18.228455,-9.330602,0,0,1,1,2,0,1
4541236,POINT (16.36799077451968 48.207095009981124),1,0.0,Stallburggasse,5,,3,0.5,grabstelen,27,0.8125,-0.0031693367588873,0.0569097224194085,-21.147217,12.64772,0,-0.0031693635560677,0.0569097488592562,-32.515488,30.152182,-1,-0.0031693523240837,0.0569097017189123,48.99024,18.6423,0,0,2,1,2,0,1
4541237,POINT (16.364407526004772 48.212119117896194),1,0.0,Freyung (Schottenkirche),6,7,3,0.5,ziegel keramik mauerwerk knochen,27,0.8125,0.1508510504525117,-0.2557897870956052,-15.102962,2.2030623,0,0.1508513116481892,-0.2557895009194816,-1.5460982,17.448534,0,0.1508510684894461,-0.255789542552789,24.115925,-1.1835911,0,0,2,1,2,0,1
4541238,POINT (16.36537460665067 48.20830771256112),1,0.0,Schauflergasse,,,2,0.25,münze betonfundament straße,22,0.65625,-0.0506960390411704,0.2747825875486289,8.415446,0.007087683,0,-0.0506960611208317,0.2747825556931075,-7.7771435,5.730218,-1,-0.0506960588850837,0.2747826499604447,47.48228,17.162666,0,0,1,1,2,0,1
4541240,POINT (16.422172012743832 48.168200915891624),11,0.4545454545454545,Simmeringer Hauptstraße,142,150,2,0.25,straße grab,9,0.25,-0.0075406173533509,0.0764922035577395,8.537364,-0.17761192,0,-0.0075406710177143,0.0764921536193805,-7.9498177,5.854756,0,-0.0075406577080642,0.0764923463449927,1.7968128,-2.7420478,0,1,1,1,1,1,0
4541241,POINT (16.368638707961864 48.2063433639381),1,0.0,Dorotheergasse (Versatzamt),17,,3,0.5,grab grube keramik glas ziegel tierknochen terra sigillata münze gesichtsurne bronzefibel,27,0.8125,-0.1349945118263306,0.1119681562268063,-16.036106,-6.3719964,0,-0.1349945780133032,0.1119682813035856,-5.5530596,10.850287,-1,-0.1349946391939673,0.1119683726961113,18.645388,-9.820775,0,0,2,1,2,0,1
4541242,POINT (16.368433056054634 48.20973205831057),1,0.0,Naglergasse,2,,2,0.25,estrichstück,27,0.8125,-0.0031693367588873,0.0569097224194084,-21.213757,12.568572,0,-0.0031693635560677,0.0569097488592562,-32.534824,30.2545,-1,-0.0031693523240837,0.0569097017189123,48.920284,18.311466,0,0,1,1,2,0,1
4541243,POINT (16.37003808434874 48.21352431357019),1,0.0,Salzgries,23,,2,0.25,mauerwerk,9,0.25,0.8011318815615338,-0.2084214997512493,-11.53354,21.821497,2,0.8011318718911935,-0.2084214774364369,-21.059673,16.163378,0,0.8011318575200804,-0.2084214833961833,-4.307853,22.710926,2,0,1,1,1,1,0
4541244,POINT (16.408675484968942 48.17449850562997),11,0.4545454545454545,Geiselbergstraße,56,,1,0.0,bronze schmuck keramik terra sigillata,27,0.8125,-0.140310259513214,-0.0553164725497255,-15.866216,-5.869336,0,-0.1403103118778867,-0.0553165166598423,-5.258639,11.604448,-1,-0.140310224447361,-0.0553165844328115,18.668825,-9.402193,0,1,0,1,0,0,1
4541245,POINT (16.409543670306036 48.18015112338293),11,0.4545454545454545,Simmeringer Hauptstraße,36,40,5,1.0,fossil,33,1.0,-0.0031334953188373,0.0593437758985098,-1.6542798,-18.137695,0,-0.0031335415810416,0.0593438286607657,9.710966,-13.783381,-1,-0.0031335232513904,0.0593437629557686,0.608125,-7.58041,0,0,-1,0,0,0,1
4541246,POINT (16.421104848632417 48.17000243458359),11,0.4545454545454545,Simmeringer Hauptstraße,157,159,1,0.0,keramik,21,0.625,-0.5667486974876483,-0.5417155426624178,6.5941935,25.308395,1,-0.5667487016112104,-0.5417155761417577,10.827603,31.683395,1,-0.5667486783678727,-0.5417155870750344,11.749596,27.008106,3,1,0,1,0,0,1
4541247,POINT (16.473656816130575 48.1592636791903),11,0.4545454545454545,Kaiser-Ebersdorfer-Straße (Schloß Kaiserebersdorf),297,,3,0.5,menschenskelett grab,21,0.625,-0.0169904911619449,0.0731518369503647,-13.822284,3.3506498,0,-0.0169904223746522,0.0731517098545451,-3.0056489,16.92518,0,-0.0169904177932252,0.073151745644334,21.738722,-6.0812263,0,1,2,1,0,0,1
4541248,POINT (16.41235277798815 48.17553107204304),11,0.4545454545454545,Enkplatz,4,,1,0.0,keramik,15,0.4375,-0.5667486974876483,-0.5417155426624178,6.6363025,25.328695,1,-0.5667487016112104,-0.5417155761417577,10.943789,31.417921,1,-0.5667486783678727,-0.5417155870750344,11.421784,26.76574,3,1,0,1,1,1,0
4541249,POINT (16.46622040056688 48.16161724793885),11,0.4545454545454545,Kimmerlgasse,2,,1,0.0,tierknochen holz eisennagel,21,0.625,-0.0129361845525639,0.0467952416168295,-23.082579,12.909728,0,-0.0129363295605176,0.0467955733148054,-28.011206,30.539234,-1,-0.0129363302452484,0.046795544729828,46.395477,13.616216,0,1,0,1,0,0,1
4541250,POINT (16.41570327882847 48.17461058853392),11,0.4545454545454545,Simmeringer Hauptstraße,92,94,2,0.25,grenzstein,21,0.625,-0.0032891797861487,0.0591024478530135,-21.167818,13.37551,0,-0.0032892188564267,0.0591024863176552,-32.66573,30.92601,-1,-0.0032892037112101,0.0591024228540591,47.43808,18.549786,0,1,1,1,0,0,1
4541251,POINT (16.467488689588208 48.16099032188929),11,0.4545454545454545,Sellingergasse,6,,1,0.0,portallöwe stein,21,0.625,-0.0033493934104179,0.0567394318341311,-21.661715,12.629071,0,-0.0033494166814281,0.0567394613490524,-32.14486,29.88438,-1,-0.0033494123800312,0.0567394169909409,48.37657,18.373716,0,1,0,1,0,0,1
4541252,POINT (16.363040095866104 48.21079905327188),1,0.0,Schenkenstraße,8,,2,0.25,terra nigra keramik knochen grube,15,0.4375,-0.1474180692286479,-0.0863525333569239,-15.719433,-6.7087264,0,-0.1474178539996103,-0.0863524754492144,-5.838632,11.208438,0,-0.1474180027451001,-0.0863524784998949,18.00087,-9.927386,0,0,1,1,1,1,0
4541253,POINT (16.3673860117504 48.211541261209305),1,0.0,Am Hof,7,,2,0.25,mauerwerk,21,0.625,0.8011318815615338,-0.2084214997512493,-11.423376,21.589188,2,0.8011318718911935,-0.2084214774364369,-21.262554,16.399035,0,0.8011318575200804,-0.2084214833961833,-4.1402636,22.971827,2,0,1,1,2,0,1
4541254,POINT (16.37445824217766 48.21052908406979),1,0.0,Rotenturmstraße,19,21,2,0.25,architekturteil,27,0.8125,0.0146518839378837,0.0638579097106362,6.3157187,4.307129,0,0.0146518893488114,0.0638575576666856,3.4513538,5.734205,0,0.0146525356934745,0.0638576166109889,7.8415217,-5.9131575,0,0,1,1,2,0,1
4541255,POINT (16.37575477963784 48.21106437041755),1,0.0,Rotenturmstraße,20,,2,0.25,grube keramik,9,0.25,-0.2942043187913097,-0.2605085883978902,13.581042,6.097074,0,-0.2942042581288324,-0.2605087310601039,12.752767,15.931446,0,-0.2942042658638575,-0.2605086826916181,11.4542885,3.799068,0,0,1,1,1,1,0
4541256,POINT (16.374499836640304 48.21019344334992),1,0.0,Rotenturmstraße,10,,1,0.0,keramik,9,0.25,-0.5667486974876483,-0.5417155426624178,6.5278835,25.422016,1,-0.5667487016112104,-0.5417155761417577,10.704178,31.299658,1,-0.5667486783678727,-0.5417155870750344,11.384801,26.65743,3,0,0,1,1,1,0
4541257,POINT (16.36857883805054 48.21209434618351),1,0.0,Am Hof,10,,2,0.25,mauerwerk,11,0.3125,0.8011318815615338,-0.2084214997512493,-11.333595,21.52903,2,0.8011318718911935,-0.2084214774364369,-21.093834,16.202091,0,0.8011318575200804,-0.2084214833961833,-4.195273,22.633556,2,0,1,1,1,1,0
4541258,POINT (16.402626388362123 48.1963994834614),3,0.0909090909090909,Hainburger Straße,57,,1,0.0,eberzähne,33,1.0,-0.0031693367588873,0.0569097224194085,-21.1569,12.603384,0,-0.0031693635560677,0.0569097488592562,-32.51702,30.369362,-1,-0.0031693523240837,0.0569097017189123,49.09539,18.57878,0,0,0,1,2,0,1
4541259,POINT (16.38548485118252 48.20541529124383),3,0.0909090909090909,Invalidenstraße,13,,1,0.0,keramik,33,1.0,-0.5667486974876483,-0.5417155426624178,6.414789,25.409073,1,-0.5667487016112104,-0.5417155761417577,10.803471,31.483103,1,-0.5667486783678727,-0.5417155870750344,11.588221,26.867996,3,0,0,1,2,0,1
4541260,POINT (16.389471335785625 48.19130654146673),3,0.0909090909090909,Kleistgasse,12,,1,0.0,münze,27,0.8125,-0.1698483615030048,0.8101404882416963,5.789976,-10.827557,3,-0.1698483620259631,0.8101404937609358,5.732446,-23.184969,0,-0.1698483669076052,0.8101404932012762,8.087289,-25.299305,1,0,0,1,2,0,1
4541261,POINT (16.372113946282187 48.20876717098866),1,0.0,Stephansplatz,9,,1,0.0,grabstein,27,0.8125,-0.0038892886966525,0.059787917171794,13.406938,1.2619387,0,-0.0038893330916921,0.0597879686611493,11.151366,5.625064,-1,-0.00388931934416,0.05978790375188,4.163296,0.15203303,0,0,0,1,2,0,1
4541262,POINT (16.36996697440704 48.20832229879651),1,0.0,Graben,12,,1,0.0,keramik,33,1.0,-0.5667486974876483,-0.5417155426624178,6.32099,25.39623,1,-0.5667487016112104,-0.5417155761417577,10.657994,31.418673,1,-0.5667486783678727,-0.5417155870750344,11.632493,26.939032,3,0,0,1,2,0,1
4541263,POINT (16.411243803255946 48.178597697489266),11,0.4545454545454545,Rautenstrauchgasse,1,,3,0.5,grab,27,0.8125,-0.0091415643726049,0.075098751396746,-0.6240453,15.50205,0,-0.0091416265469653,0.0750987990526878,-14.965387,1.7008784,0,-0.0091416000310765,0.0750987852499895,17.802088,-16.559456,0,1,2,1,0,0,1
4541264,POINT (16.369752481789554 48.209923334494206),1,0.0,Tuchlauben,6,,1,0.0,ziegelrohre,33,1.0,-0.0031693367588874,0.0569097224194084,-21.148115,12.619695,0,-0.0031693635560677,0.0569097488592562,-32.417294,30.219082,-1,-0.0031693523240837,0.0569097017189123,48.88982,18.414152,0,0,0,1,2,0,1
4541265,POINT (16.39380713967458 48.1925566675487),3,0.0909090909090909,Rennweg,79,81,2,0.25,grube ofen keramik amphore terra sigillata tierknochen münze terra nigra lampe,27,0.8125,-0.1318909492543186,0.1058453876928349,-15.650993,-6.5208225,0,-0.1318910577664425,0.1058454909071629,-5.7389555,11.367867,-1,-0.1318909509703547,0.1058454404957396,18.034754,-9.756358,0,0,1,1,2,0,1
4541266,POINT (16.385172206268166 48.18922606911645),3,0.0909090909090909,Fasangasse,46,,1,0.0,münze,27,0.8125,-0.1698483615030048,0.8101404882416963,4.9096694,-10.569603,3,-0.1698483620259631,0.8101404937609358,5.3803773,-22.712112,0,-0.1698483669076052,0.8101404932012762,7.858402,-24.54977,1,0,0,1,2,0,1
4541267,POINT (16.385601698348875 48.19319136737254),3,0.0909090909090909,Gerlgasse,1,,1,0.0,münze,33,1.0,-0.1698483615030048,0.8101404882416963,5.7675395,-10.977712,3,-0.1698483620259631,0.8101404937609358,5.462762,-23.497421,0,-0.1698483669076052,0.8101404932012762,7.89557,-25.323809,1,0,0,1,2,0,1
4541268,POINT (16.394862885566113 48.192817206938045),3,0.0909090909090909,Hafengasse,10,,2,0.25,terra sigillata tierknochen glas grube,27,0.8125,-0.0507117963433773,0.0268004981782096,-16.20814,-6.252419,0,-0.0507118346685307,0.0268006506243522,-5.641162,10.864692,0,-0.0507120018510574,0.026800844353187,18.655266,-9.777688,0,0,1,1,2,0,1
